,cluster_label,tags,tags_keybert,content
1089,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'aeropuerto', 'recolección', 'reciclaje', 'tratamiento', 'mercedes', 'herrera', 'rannaldo', 'rodríguez', 'calle', 'separación', 'contacto', 'transporte', 'valoración', 'otros', 'llano', 'materiales', 'chitré', 'bonito', 'valoy']","Reciclaje Rodríguez
CONTACTO PRINCIPAL: Mercedes Valoy de Rodríguez
Vía aeropuerto Calle Rannaldo Camerano, Llano Bonito - Chitré
Gestión y valoración de materiales reciclables
Chitré, Herrera, Azuero
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1090,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['recolección', 'reciclamos', 'contenerización', 'reciclaje', 'carmelo', 'ferrosos', 'tratamiento', 'separación', 'josé', 'spadafora', 'otros', 'contacto', 'transporte', 'valoración', 'santos', 'materiales', 'cuellar', 'gestión', 'chitré', 'los']","Reciclamos, S.A.
CONTACTO PRINCIPAL: José Ever Sarria Cuellar
Ave. Carmelo Spadafora, Vía Los Santos, Chitré
Gestión y valoración de materiales reciclables ferrosos
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1091,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'santamaría', 'reciclaje', 'recolección', 'tratamiento', 'trejos', 'eneida', 'calle', 'ferrosos', 'separación', 'amado', 'contacto', 'otros', 'venta', 'transporte', 'compra', 'chitré', 'aminta', 'materiales', 'burgos']","[Reciclaje] Compra y Venta Eneida
CONTACTO PRINCIPAL: Santamaría Trejos
Chitré, Calle Aminta Burgos de Amado
Gestión y valoración de materiales reciclables ferrosos
Chitré, Azuero
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1092,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['gonzález', 'carlos', 'ferrosos', 'metales', 'contenerización', 'recolección', 'tratamiento', 'reciclaje', 'otros', 'tablas', 'alexis', 'abel', 'separación', 'compramos', 'lopez', 'materiales', 'transporte', 'lado', 'todo', 'contacto']","[Reciclaje] Compramos Metales Los González
CONTACTO PRINCIPAL: Abel Alexis González Solis
Paseo Carlos L. Lopez, al lado de Todo a Dólar, Las Tablas
Gestión y valoración de materiales reciclables ferrosos
Las Tablas, Los Santos, Azuero
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1093,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'reciclaje', 'recolección', 'tratamiento', 'ferrosos', 'separación', 'tronoza', 'contacto', 'rodriguez', 'edilsa', 'transporte', 'santiago', 'venta', 'compra', 'otros', 'materiales', 'tronosa', 'bda', 'tuñón', 'valoración']","[Reciclaje] Compra y Venta La Tronosa
CONTACTO PRINCIPAL: Tuñón Rodriguez, Edilsa Maylin
Vía Nontijo Bda. La Tronoza Santiago
Gestión y valoración de materiales reciclables ferrosos
Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1094,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['corregimiento', 'recolección', 'contenerización', 'veraguas', 'reciclaje', 'tratamiento', 'guerra', 'ferrosos', 'enrique', 'marti', 'otros', 'separación', 'luis', 'santiago', 'transporte', 'venta', 'compra', 'materiales', 'valoración', 'porres']","[Reciclaje] Compra y Venta El Real
CONTACTO PRINCIPAL: Tuñon Guerra, Luis Enrique
Bda. San Marti de Porres, Corregimiento Canto del Llano
Gestión y valoración de materiales reciclables ferrosos
Santiago, Veraguas.
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1095,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'reciclajes', 'recolección', 'reciclaje', 'vadespino', 'gonzález', 'tratamiento', 'ferrosos', 'carmen', 'espino', 'calle', 'santiago', 'separación', 'francisco', 'correg', 'contacto', 'otros', 'edwars', 'casa', 'llano']","Reciclajes Edwars
CONTACTO PRINCIPAL: González de Vadespino, Artemia del Carmen
Vía San Francisco El Espino, Calle Final, casa 36 Correg. Canto del Llano
Gestión y valoración de materiales reciclables ferrosos
Canto del Llano, Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1096,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['interamericana', 'tabernáculo', 'contenerización', 'recolección', 'reciclaje', 'tratamiento', 'ferrosos', 'guerra', 'enrique', 'luis', 'santiago', 'otros', 'separación', 'correg', 'lurys', 'transporte', 'frente', 'contacto', 'materiales', 'venta']","[Reciclaje] Compra y Venta Lurys
CONTACTO PRINCIPAL: Tuñón Guerra, Luis Enrique
Vía Interamericana, frente al tabernáculo, correg. Canto del Llano
Gestión y valoración de materiales reciclables ferrosos
Canto del Llano, Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1097,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['gonzalez', 'contenerización', 'recolección', 'reciclaje', 'francisco', 'tratamiento', 'josé', 'santiago', 'separación', 'espino', 'eliecer', 'contacto', 'otros', 'venta', 'correg', 'transporte', 'compra', 'llano', 'materiales', 'valoración']","[Reciclaje] Compra y Venta Flor
CONTACTO PRINCIPAL: Eliecer José Gonzalez Gonzalez
Vía San Francisco, El Espino, correg. Canto del Llano
Gestión y valoración de materiales reciclables
Canto del Llano, Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1098,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['gonzalez', 'corregimiento', 'recolección', 'contenerización', 'ferrosos', 'elias', 'tratamiento', 'abraham', 'reciclaje', 'otros', 'calle', 'separación', 'transporte', 'contacto', 'venta', 'materiales', 'compra', 'sona', 'raschell', 'valoración']","[Reciclaje] Compra y Venta Raschell
CONTACTO PRINCIPAL: Abraham Elias Gonzalez
Calle a Sur, Corregimiento de Sona
Gestión y valoración de materiales ferrosos
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1099,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['reciclaje', 'recolección', 'contenerización', 'tratamiento', 'separación', 'otros', 'correg', 'venta', 'compra', 'martín', 'martin', 'contacto', 'marin', 'casa', 'transporte', 'bda', 'materiales', 'gil', 'albertina', 'valoración']","[Reciclaje] Compra y Venta San Martin
CONTACTO PRINCIPAL: Gil Marin, Albertina
Bda. San Martin, casa S/N Correg. San Martín
Gestión y valoración de materiales reciclables
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1100,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['recolección', 'contenerización', 'reciclaje', 'tratamiento', 'provincia', 'separación', 'ferrosos', 'recimil', 'alvarado', 'transporte', 'contacto', 'santiago', 'otros', 'eric', 'abrego', 'valoración', 'principal', 'materiales', 'flia', 'rosa']","Recimil (Flia. Alvarado Abrego)
CONTACTO PRINCIPAL: Eric Alvarado / Rosa Alvarado
Santiago, Provincia de Veraguas / (507) 998-6313
Gestión y valoración de materiales reciclables ferrosos
Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1101,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['recolección', 'contenerización', 'darío', 'reciclaje', 'tratamiento', 'corrales', 'santiago', 'montijo', 'rubén', 'vianellys', 'separación', 'valoración', 'otros', 'materiales', 'rovera', 'transporte', 'contacto', 'principal', 'metales', 'reciclables']","Reciclaje Vianellys
CONTACTO PRINCIPAL: Corrales Rovera Rubén Darío
N/A
Gestión y valoración de materiales reciclables
Montijo, Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1102,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['gonzalez', 'corregimiento', 'tratamiento', 'ferrosos', 'reciclaje', 'recolección', 'contenerización', 'otros', 'separación', 'santiago', 'josé', 'venta', 'compra', 'materiales', 'distrito', 'transporte', 'valoración', 'contacto', 'sendy', 'canto']","[Reciclaje] Compra y Venta José No 2
CONTACTO PRINCIPAL: Canto Gonzalez Sendy Yaruvy
Calle 3ra corregimiento Santiago Distrito Santiago
Gestión y valoración de materiales reciclables ferrosos
Santiago, Distrito de Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1103,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['ferrosos', 'metales', 'contenerización', 'franco', 'tratamiento', 'recolección', 'rodriguez', 'otros', 'santiago', 'reciclaje', 'antonio', 'abrego', 'materiales', 'separación', 'transporte', 'compra', 'ventas', 'contacto', 'valorización', 'cruz']","[Reciclaje] Compra y Ventas de Metales Franco Abrego
CONTACTO PRINCIPAL: Franco Cruz Rodriguez
San Antonio Santiago
Gestión y valorización de materiales reciclables ferrosos
Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1104,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'recolección', 'reciclaje', 'tratamiento', 'educ', 'calle', 'separación', 'gonzales', 'cerca', 'choclo', 'eladio', 'otros', 'santiago', 'ventas', 'contacto', 'transporte', 'materiales', 'gil', 'la', 'valoración']","[Reciclaje] Ventas Choclo
CONTACTO PRINCIPAL: Eladio Gil Gonzales
Calle 3ra diagonal Vía Soná cerca de la Dirección Prov. De Educ.
Gestión y valoración de materiales reciclables
Santiago, Veraguas
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1105,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['ferrosos', 'reciclaje', 'recolección', 'contenerización', 'gonzáles', 'tratamiento', 'veraguas', 'santiago', 'separación', 'otros', 'ventas', 'alexis', 'materiales', 'transporte', 'contacto', 'gil', 'valoración', 'distrito', 'principal', 'reciclables']","[Reciclaje] Ventas A.G.G.
CONTACTO PRINCIPAL: Alexis Gonzáles Gil
Gestión y valoración de materiales reciclables ferrosos y no ferrosos
Distrito de Santiago, Veraguas.
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1106,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['reciclaje', 'recolección', 'tratamiento', 'veraguas', 'florencio', 'contenerización', 'carretera', 'separación', 'ferrosos', 'rujiano', 'bonilla', 'otros', 'venta', 'compra', 'residuos', 'sona', 'soná', 'correg', 'valorización', 'transporte']","[Reciclaje] Compra y Venta No 1
CONTACTO PRINCIPAL: Florencio Pasror, Rujiano Bonilla
Carretera Nac. Vía Sona, Bda. Bella Vista, Correg. De Sona
Gestión y valorización de residuos reciclables ferrosos
Soná, Veraguas.
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1107,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'santamaria', 'reciclaje', 'tratamiento', 'recolección', 'separación', 'calle', 'santiago', 'otros', 'venta', 'castillo', 'contacto', 'compra', 'materiales', 'transporte', 'valoración', 'michell', 'principal', 'metales', 'ta']","[Reciclaje] Compra y Venta Michell
CONTACTO PRINCIPAL: Aristides Santamaria Castillo
Calle 4 ta. Santiago
Gestión y valoración de materiales reciclables
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1108,123,"['circular economy', 'e-waste', 'private sector']","['baterías', 'recolección', 'contenerización', 'octavio', 'reciclaje', 'díaz', 'bethania', 'casabat', 'tratamiento', 'email', 'juan', 'contacto', 'casa', 'separación', 'españa', 'andes', 'com', 'abajo', 'fco', 'la']","La Casa de las Baterías
CONTACTO PRINCIPAL: Juan Octavio Díaz
San Fco., 24 de Dic., Plaza Carolina, Bethania, Vía España, Río Abajo y Los Andes / (507)-226-0721/ 2263693
EMAIL: info@casabat.com
Gestión y valorización de materiales reciclables
A nivel nacional
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Otras"
1109,63,"['circular economy', 'organic waste', 'civil society organization']","['panamá', 'bancodealimentospanama', 'nuestro', 'descartados', 'banco', 'tratamiento', 'proporcionando', 'alimentaria', 'recolección', 'orgánicos', 'reciclaje', 'comercializables', 'tbc', 'mitigar', 'contenerización', 'sociedad', 'separación', 'lucro', 'otra', 'comunitaria']","Banco de Alimentos
TBC
+507 292 0162 info@bancodealimentospanama.com
Organización sin fines de lucro que busca mitigar el hambre en Panamá, proporcionando de manera profesional, honesta y transparente, asistencia alimentaria a los sectores más vulnerables de nuestro país, a través del rescate, inspección y selección de alimentos consumibles, no comercializables, que de otra forma fueran descartados.
A nivel nacional

Organización comunitaria/sociedad civil
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Orgánicos"
1110,550,"['food', 'grassroot solutions']","['fruit', 'grassroot', 'slicer', 'malaysia', 'favourite', 'innovation']","Durian fruit slicer
A grassroot innovation to crack open Malaysia's favourite fruit, the durian."
1111,311,"['agrotech', 'robotic']","['wifi', 'smartphones', 'pesticide', 'robot', 'laptops', 'internet', 'robotic', 'software', 'bot', 'oil']","T-Bot spray
T-Bot Spray is a robotic vehicle controlled through the Internet of Things (IoT) for the purpose of pesticide spraying in agricultural lands, particularly in oil palm plantations. 

Its objectives:
1. to reduce dependence on human workforce
2. to reduce risk of exposure to toxic pesticide that endanger human health
3. to reduce maintenance cost of plantation
Its software: 
T-Bot Spray uses LiDAR technology to recognise and evade barriers. It can be remotely controlled through the use of smartphones or laptops within a radius of 400m that is connected to the Wifi. A high pressure pump and wide spout enable the user to spray the pesticide over a large area. The robot is designed to take into account of operational services; its modular design allows for easy repair and replacement of main components, while its electronic components can be accessed via a sliding mechanism underneath the vehicle."
